Column 1,Column 2,Modifier Indicator
21725,93010,Standards of medical/surgical practice
21740,93000,Standards of medical/surgical practice
21740,93010,Standards of medical/surgical practice
21742,93000,Standards of medical/surgical practice
21742,93010,Standards of medical/surgical practice
21743,93000,Standards of medical/surgical practice
21743,93010,Standards of medical/surgical practice
21750,93000,Standards of medical/surgical practice
21750,93010,Standards of medical/surgical practice
21800,93000,Standards of medical/surgical practice
21800,93010,Standards of medical/surgical practice
21805,93000,Standards of medical/surgical practice
21805,93010,Standards of medical/surgical practice
21810,93000,Standards of medical/surgical practice
21810,93010,Standards of medical/surgical practice
21811,93000,Standards of medical/surgical practice
21811,93010,Standards of medical/surgical practice
21811,99213,CPT Manual or CMS manual coding instruction
21812,93000,Standards of medical/surgical practice
21812,93010,Standards of medical/surgical practice
21812,99213,CPT Manual or CMS manual coding instruction
21813,93000,Standards of medical/surgical practice
21813,93010,Standards of medical/surgical practice
21813,99213,CPT Manual or CMS manual coding instruction
21820,93000,Standards of medical/surgical practice
21820,93010,Standards of medical/surgical practice
21825,93000,Standards of medical/surgical practice
21825,93010,Standards of medical/surgical practice
21920,93000,Standards of medical/surgical practice
21920,93010,Standards of medical/surgical practice
21925,93000,Standards of medical/surgical practice
21925,93010,Standards of medical/surgical practice
21930,93000,Standards of medical/surgical practice
21930,93010,Standards of medical/surgical practice
21931,93000,Standards of medical/surgical practice
21931,93010,Standards of medical/surgical practice
21932,93000,Standards of medical/surgical practice
21932,93010,Standards of medical/surgical practice
21933,93000,Standards of medical/surgical practice
21933,93010,Standards of medical/surgical practice
21935,93000,Standards of medical/surgical practice
21935,93010,Standards of medical/surgical practice
21936,93000,Standards of medical/surgical practice
21936,93010,Standards of medical/surgical practice
22010,93000,Standards of medical/surgical practice
22010,93010,Standards of medical/surgical practice
22015,93000,Standards of medical/surgical practice
22015,93010,Standards of medical/surgical practice
22100,93000,Standards of medical/surgical practice
22100,93010,Standards of medical/surgical practice
22101,93000,Standards of medical/surgical practice
22101,93010,Standards of medical/surgical practice
22102,93000,Standards of medical/surgical practice
22102,93010,Standards of medical/surgical practice
22110,93000,Standards of medical/surgical practice
22110,93010,Standards of medical/surgical practice
22112,93000,Standards of medical/surgical practice
22112,93010,Standards of medical/surgical practice
22114,93000,Standards of medical/surgical practice
22114,93010,Standards of medical/surgical practice
22206,93000,Standards of medical/surgical practice
22206,93010,Standards of medical/surgical practice
22207,93000,Standards of medical/surgical practice
22207,93010,Standards of medical/surgical practice
22210,93000,Standards of medical/surgical practice
22210,93010,Standards of medical/surgical practice
22212,93000,Standards of medical/surgical practice
22212,93010,Standards of medical/surgical practice
22214,93000,Standards of medical/surgical practice
22214,93010,Standards of medical/surgical practice
22220,93000,Standards of medical/surgical practice
22220,93010,Standards of medical/surgical practice
22222,93000,Standards of medical/surgical practice
22222,93010,Standards of medical/surgical practice
22224,93000,Standards of medical/surgical practice
22224,93010,Standards of medical/surgical practice
22305,93000,Standards of medical/surgical practice
22305,93010,Standards of medical/surgical practice
22310,93000,Standards of medical/surgical practice
22310,93010,Standards of medical/surgical practice
22315,93000,Standards of medical/surgical practice
22315,93010,Standards of medical/surgical practice
22318,93000,Standards of medical/surgical practice
22318,93010,Standards of medical/surgical practice
22319,93000,Standards of medical/surgical practice
22319,93010,Standards of medical/surgical practice
22325,93000,Standards of medical/surgical practice
22325,93010,Standards of medical/surgical practice
22326,93000,Standards of medical/surgical practice
22326,93010,Standards of medical/surgical practice
22327,93000,Standards of medical/surgical practice
22327,93010,Standards of medical/surgical practice
22505,93000,Standards of medical/surgical practice
22505,93010,Standards of medical/surgical practice
22510,93000,Standards of medical/surgical practice
22510,93010,Standards of medical/surgical practice
22510,99213,CPT Manual or CMS manual coding instruction
22511,93000,Standards of medical/surgical practice
22511,93010,Standards of medical/surgical practice
22511,99213,CPT Manual or CMS manual coding instruction
22513,93000,Standards of medical/surgical practice
22513,93010,Standards of medical/surgical practice
22513,99213,CPT Manual or CMS manual coding instruction
22514,93000,Standards of medical/surgical practice
22514,93010,Standards of medical/surgical practice
22514,99213,CPT Manual or CMS manual coding instruction
22520,93000,Standards of medical/surgical practice
22520,93010,Standards of medical/surgical practice
22521,93000,Standards of medical/surgical practice
22521,93010,Standards of medical/surgical practice
22523,93000,Standards of medical/surgical practice
22523,93010,Standards of medical/surgical practice
22524,93000,Standards of medical/surgical practice
22524,93010,Standards of medical/surgical practice
22526,93000,Standards of medical/surgical practice
22526,93010,Standards of medical/surgical practice
22527,93000,Standards of medical/surgical practice
22527,93010,Standards of medical/surgical practice
22532,93000,Standards of medical/surgical practice
22532,93010,Standards of medical/surgical practice
22533,93000,Standards of medical/surgical practice
22533,93010,Standards of medical/surgical practice
22548,93000,Standards of medical/surgical practice
22548,93010,Standards of medical/surgical practice
22551,93000,Standards of medical/surgical practice
22551,93010,Standards of medical/surgical practice
22554,93000,Standards of medical/surgical practice
22554,93010,Standards of medical/surgical practice
22556,93000,Standards of medical/surgical practice
22556,93010,Standards of medical/surgical practice
22558,93000,Standards of medical/surgical practice
22558,93010,Standards of medical/surgical practice
22586,93000,Standards of medical/surgical practice
22586,93010,Standards of medical/surgical practice
22590,93000,Standards of medical/surgical practice
22590,93010,Standards of medical/surgical practice
22595,93000,Standards of medical/surgical practice
22595,93010,Standards of medical/surgical practice
22600,93000,Standards of medical/surgical practice
22600,93010,Standards of medical/surgical practice
22610,93000,Standards of medical/surgical practice
22610,93010,Standards of medical/surgical practice
22612,93000,Standards of medical/surgical practice
22612,93010,Standards of medical/surgical practice
22630,93000,Standards of medical/surgical practice
22630,93010,Standards of medical/surgical practice
22633,93000,Misuse of Column Two code with Column One code
22633,93010,Misuse of Column Two code with Column One code
22634,93000,Misuse of Column Two code with Column One code
